epoch,train_loss,eval_loss,eval_top1,eval_top5
0,0.5365938086943193,0.35341248166340683,87.8194023835936,100.0
1,0.26648234230099305,0.11322113128753754,97.2735912551506,100.0
2,0.23122317115465799,0.09749912330093251,97.94926663539374,100.0
3,0.21650193998307893,0.08584234419452347,98.58016084972783,100.0
4,0.20957910898056897,0.0920951533359017,98.6223082996873,100.0
5,0.20688218903360944,0.09577775246463568,98.3773262140893,100.0
6,0.2053407759829001,0.0815056067837986,98.82777659218893,100.0
7,0.20413665011073603,0.09663770472775407,98.16263753361324,100.0
8,0.20337893856294229,0.08777832687230816,98.44054690789551,100.0
9,0.20273038921934186,0.09058855833629682,98.46820649939426,100.0
10,0.2025144917856563,0.08787283634374506,98.48532876716664,100.0
11,0.20218968522368055,0.08916324707725817,98.56567254389785,100.0
12,0.20170807256843104,0.07893813645574028,98.92655957365028,100.0
13,0.20147982507944107,0.08849357748476272,98.56567229669919,100.0
14,0.20129492712743355,0.08656379768440316,98.68816338833501,100.0
15,0.20104907648129897,0.08208961299910107,98.97397518384055,100.0
16,0.20099553553443966,0.08273040978890074,98.87914377173033,100.0
17,0.20080631899111198,0.08200274377481923,98.78826328022551,100.0
18,0.20077543660546793,0.08578630606860972,98.68289530045503,100.0
19,0.20063804014162584,0.08690244778084005,98.61177118336663,100.0
20,0.20043133786230377,0.08425983870898036,98.68948021314901,100.0
21,0.20027694615450772,0.08555257431568081,98.75138486353013,100.0
22,0.20031867679321405,0.08178708043466987,98.83436216448125,100.0
23,0.20009195522828535,0.08434962125982891,98.79748319189036,100.0
24,0.20012879393317481,0.08264049218317825,98.81855682884326,100.0
25,0.19982414626713954,0.0828543901631895,98.75006723923953,100.0
26,0.19986811751669104,0.08084468681777995,98.8975831947188,100.0
27,0.1992708713899959,0.08131779368801367,98.85807003710381,100.0
28,0.1991412992639975,0.07901537819686463,98.9489503790836,100.0
29,0.19908749105352344,0.0796570721368984,98.91470578927573,100.0
30,0.19908560707713618,0.08134654108261222,98.86728969312908,100.0
31,0.19903671673753046,0.08104616939616426,98.8909975922803,100.0
32,0.1990311356475859,0.08216761683558559,98.85016731562463,100.0
33,0.1990067500869433,0.07741038125142001,99.00031751159698,100.0
34,0.19901477825461011,0.07846758598133495,98.96212134279119,100.0
35,0.19899462190541353,0.08301220178340347,98.81460546810366,100.0
36,0.19899717330932618,0.08263244677140133,98.79484895501484,100.0
37,0.19896049175298575,0.08067360123281175,98.8514845214863,100.0
38,0.1989536861036763,0.07959159946336139,98.93841368842693,100.0
39,0.19896588239705923,0.08003544765983088,98.95158461957666,100.0
40,0.1989590457172105,0.07753443879992246,99.02139122331239,100.0
41,0.19893847449259325,0.08092796744112533,98.90153463383845,100.0
42,0.19895121617750688,0.0817713079547475,98.84753331388929,100.0
43,0.19893671615557237,0.08310661478707326,98.7658727871066,100.0
44,0.1989314919258609,0.07774383655859807,98.95817011469477,100.0
45,0.1989329405535351,0.08043810411974474,98.89363217885148,100.0
46,0.19890035071156242,0.08290821917723645,98.75665305270127,100.0
47,0.19892960492408637,0.07785192869164395,98.98978073653102,100.0
48,0.19890742653247082,0.07887356093243737,98.94631630379159,100.0
49,0.19888874694253458,0.07921641702352022,98.92524261257557,100.0
50,0.1989236346880595,0.07919512658731923,98.95158461957666,100.0
51,0.1988952429095904,0.07909269711220267,98.94368189809747,100.0
52,0.1988597124544057,0.07845519952003813,98.96343854262362,100.0
53,0.19889100803570314,0.07981562655891912,98.88968081690604,100.0
54,0.19888595617178714,0.08171567499345563,98.85543585569727,100.0
55,0.1988830902088772,0.07813908429399795,98.94236493702276,100.0
56,0.19889376242955525,0.08112815735143038,98.88968047203376,100.0
57,0.19888229978807045,0.07918843172428185,98.91602282390713,100.0
58,0.19888681749502818,0.08138913160179094,98.85807006363245,100.0
59,0.19888559848973245,0.0784904199018097,98.97134113145964,100.0
60,0.19889177917531042,0.07986395691024083,98.92919376108608,100.0
61,0.19887548899108715,0.08003515825652956,98.9120714366389,100.0
62,0.1988824931328947,0.08038112060971334,98.8896804985624,100.0
63,0.19888324649948064,0.08040139813435969,98.86860710519062,100.0
64,0.19887168531164978,0.07844182908751679,98.99900047093635,100.0
65,0.19888684132785509,0.0801557719057462,98.91207138358162,100.0
66,0.19887023904106835,0.07989479765538565,98.90285167449908,100.0
67,0.19889606336752574,0.07993880625074087,98.93182805463641,100.0
68,0.198885932013844,0.07923021191421685,98.95026747280149,100.0
69,0.19887363402229366,0.07927213680580251,98.9120715162248,100.0
70,0.19888129208124045,0.08064711118396357,98.89890039334539,100.0
71,0.1988650726188313,0.07904425099956042,98.9555360068449,100.0
72,0.1988943577986775,0.07904398088981252,98.93182802810777,100.0
73,0.19888023116371847,0.07979639088615754,98.90680311482458,100.0
74,0.19887630761572808,0.07904215764901415,98.94763347106615,100.0
75,0.19888483241651997,0.08162239066266101,98.86860689296152,100.0
76,0.1988985282543934,0.08289026652577743,98.8001174420302,100.0
77,0.19888236024162986,0.07982454982737672,98.91733983803911,100.0
78,0.19887348454106937,0.08024826520085052,98.91075428986372,100.0
79,0.19888631422411313,0.08047094174766872,98.91470559754605,100.0
80,0.19888976440285192,0.0787852639852023,98.9265596532362,100.0
81,0.19888746867577234,0.08040213128938972,98.88836367013086,100.0
82,0.19888074445002007,0.0799998607005443,98.92260831902523,100.0
83,0.19886947685118878,0.08134657002294235,98.8765095348548,100.0
84,0.19888927419077265,0.08303794903044492,98.79089804164452,100.0
85,0.19887973574074833,0.0783387532783606,98.97002411732765,100.0
86,0.19888218449823783,0.07874871234824463,98.90943727573173,100.0
87,0.19888175160595864,0.07922646896485301,98.93182802810777,100.0
88,0.19887010428941612,0.08094846684163605,98.8817779893123,100.0
89,0.19888530921755415,0.07877612848765707,98.95158453999075,100.0
90,0.19886953618490336,0.07989822226111802,98.88704657641297,100.0
91,0.19888424050627332,0.07885191356549806,98.94631613859053,100.0
92,0.1988897286852201,0.07939804653543346,98.91997418464672,100.0
93,0.19887300711689573,0.08023028360906137,98.88309502997292,100.0
94,0.19888193665128764,0.0805129631070215,98.92392547182963,100.0
95,0.1988745842648275,0.07894362547168879,98.95158477874847,100.0
96,0.19886245573108846,0.08048948285250711,98.90416879474562,100.0
97,0.19889605140144176,0.07966240680441955,98.8936319388879,100.0
98,0.1988839493285526,0.07972593082906097,98.92260831902523,100.0
99,0.1988766428376689,0.07871498721686325,98.93709640297935,100.0
100,0.19889724495736036,0.07930939265746009,98.95948718188403,100.0
101,0.1988840438561006,0.08008846634463411,98.90416876821698,100.0
102,0.19887209030714903,0.08094569821672001,98.89099777798074,100.0
103,0.19887851239153834,0.0815797036757152,98.85016752785371,100.0
104,0.19889558709028995,0.07967474503183282,98.90021730136283,100.0
105,0.1988639618772449,0.07913591949525595,98.90153460730981,100.0
106,0.19889859587857217,0.07998549665002173,98.88046097518031,100.0
107,0.1988753007307197,0.07876763932415146,98.95685302097688,100.0
108,0.1988750465981888,0.07834054757882883,98.97529262484241,100.0
109,0.19889050028540872,0.08083858040812193,98.8751925737801,100.0
110,0.19888489902922601,0.08034197398982042,98.88836345790178,100.0
111,0.19889192965897648,0.08021251424635985,98.92655962670756,100.0
112,0.19890715596350755,0.0802644139050646,98.91207148969616,100.0
113,0.19889885114900993,0.08099289024838983,98.85016739521053,100.0
114,0.19888634985143488,0.08092783238625138,98.85938718387898,100.0
115,0.19887677786928235,0.07783593433585724,98.97002403774174,100.0
116,0.19886856925306898,0.07922966204794432,98.93709656215117,100.0
117,0.19888703963973306,0.07931410028449502,98.92524261257557,100.0
118,0.19887109075531814,0.07984079499935791,98.91733978498183,100.0
119,0.19889037347201144,0.08070744212551367,98.88836364360223,100.0
120,0.19886671218005095,0.07972055757443298,98.93973074958696,100.0
121,0.19886093120683324,0.0801509099302839,98.8962662059096,100.0
122,0.19889485086455488,0.07848151592690553,98.95026744627286,100.0
123,0.1988655791499398,0.08023910076297515,98.8936319388879,100.0
124,0.19886865511085047,0.08020712169817844,98.92392533315723,100.0
125,0.1988723463994084,0.08200983415570176,98.83304505026395,100.0
126,0.1988773976040609,0.08029502312756835,98.89758335268476,100.0
127,0.1988884914914767,0.08007436275708274,98.91733983803911,100.0
128,0.19886468733801987,0.07865370124441876,98.95026747280149,100.0
129,0.1988859163360162,0.07811477441668642,98.94895032602632,100.0
130,0.19887917729038182,0.08047214759475758,98.89758332615614,100.0
131,0.1988946148391926,0.0798025358829224,98.92655941447848,100.0
132,0.19888300761128916,0.0826605864190671,98.81987395391317,100.0
133,0.19886627368854753,0.08086721204139995,98.89363204500245,100.0
134,0.19887341477654197,0.07974370983853919,98.9199740254749,100.0
135,0.1988744933496822,0.07988990673959322,98.91865687869974,100.0
136,0.19887756950927504,0.07870367154778134,98.92524253298966,100.0
137,0.19888644380099846,0.07810551351104394,98.97660969203167,100.0
138,0.19888432556029523,0.0789878848832385,98.95421880701245,100.0
139,0.198876480550477,0.07970770806785404,98.9291936284429,100.0
140,0.19890148574655706,0.08099809950781374,98.858070169747,100.0
141,0.1988749925656752,0.08223236600086929,98.82250837407746,100.0
142,0.19885858332568948,0.08051985090559309,98.90416882127424,100.0
143,0.1988849366885243,0.0829767209386607,98.83304504423472,100.0
144,0.19886554969982667,0.08007071627548601,98.90285170102771,100.0
145,0.19888709827806011,0.07793972400649005,98.96738987683459,100.0
146,0.19888621519912372,0.07895819210452229,98.9568529679196,100.0
147,0.1988892539071314,0.0807801595283606,98.91602271779257,100.0
148,0.19887094822796908,0.0827581925058282,98.78694639270746,100.0
149,0.19889073967030554,0.07926401421981191,98.90680308829594,100.0
150,0.19889825149919046,0.08029150205406888,98.89890034028812,100.0
151,0.19888722571459683,0.08000129807027422,98.90943732878901,100.0
152,0.1988775630972602,0.07869950414024221,98.95026752585876,100.0
153,0.19890486234968358,0.08116413018178541,98.87914388146241,100.0
154,0.19888040186780873,0.08302661406780959,98.8251424553987,100.0
155,0.19891092565023538,0.08089532274873558,98.8923147655841,100.0
156,0.19888837639129522,0.07943124109409574,98.91470570366059,100.0
157,0.1988687600150253,0.0804453970829382,98.86333851808995,100.0
158,0.19886872874967979,0.08001006699030445,98.9068033535823,100.0
159,0.1988687888149059,0.07973913726637823,98.95026760544467,100.0
160,0.1988883581215685,0.07942963008238502,98.9515847256912,100.0
161,0.19886026205438556,0.08025211426475817,98.89099791062392,100.0
162,0.19889396038922397,0.07872075598933638,98.98187798731735,100.0
163,0.19888741105794908,0.08103473796576181,98.85938718387898,100.0
164,0.19888230028477583,0.07860384670237672,98.91865701134292,100.0
165,0.198882096861348,0.08220633899730323,98.81855696028059,100.0
166,0.19888862876277982,0.08102834215280247,98.88836343137314,100.0
167,0.19886744390834463,0.07884851790009582,98.95290166023729,100.0
168,0.1988628245393435,0.08055317087235261,98.89626625896688,100.0
169,0.1988990998900298,0.0788494729309902,98.95948726146995,100.0
170,0.19888276448755554,0.08080792295173463,98.88968058417754,100.0
171,0.19886963842493116,0.08091067077048265,98.86465566486511,100.0
172,0.19887452765847696,0.08056583709017405,98.87650961444072,100.0
173,0.19887997180223466,0.07949029866112,98.9120715162248,100.0
174,0.19887351949106563,0.08047446282116821,98.91075444903554,100.0
175,0.19888841699470172,0.0795408188307551,98.91075428986372,100.0
176,0.19889037296627507,0.08041064939322547,98.91470559754605,100.0
177,0.1988552002473311,0.07985877659114707,98.8896804985624,100.0
178,0.19888442677981927,0.08105413763372747,98.86992396015079,100.0
179,0.19887158116607956,0.08012552926075747,98.89494919177761,100.0
180,0.1988925262021296,0.07775862989068427,98.98714638871756,100.0
181,0.19887854707060437,0.0789626296218093,98.92392546580041,100.0
182,0.19888083729780082,0.0793646011605767,98.94763341800888,100.0
183,0.19887444206259466,0.08042980789177336,98.88704639071251,100.0
184,0.198903877825448,0.07956212856050952,98.9252426391042,100.0
185,0.19888179499994624,0.08152015412307867,98.86465553222193,100.0
186,0.19889727208650473,0.08088638983350127,98.84885040760719,100.0
187,0.19887965325153234,0.08052096993169156,98.88572929699463,100.0
188,0.19888290187626173,0.08156369967315177,98.8554359027253,100.0
189,0.19889835966355873,0.0810154733526701,98.8962662059096,100.0
190,0.19888283534483475,0.08032781252160878,98.86465571792239,100.0
191,0.19887776683677327,0.079327682946104,98.94499907140127,100.0
192,0.19890272985805166,0.07907731050334875,98.96475555675562,100.0
193,0.19887477348248164,0.07944459223306366,98.88704647029843,100.0
194,0.1989002311500636,0.07828376665110834,98.9726581986489,100.0
195,0.19889385036446833,0.07975277780864747,98.90680287606686,100.0
196,0.19888310631116232,0.07847624878682136,98.96475582204198,100.0
197,0.19888794297521764,0.08054778797094791,98.96607270353078,100.0
198,0.19887646241621537,0.08204312518213114,98.83963061893874,100.0
199,0.1988772025885004,0.07864312837714359,98.9252424799324,100.0
